,route_id,service_id,trip_id
19858,1636,287,1636-2-287-2212
19859,1636,287,1636-2-287-2227
19860,1636,287,1636-2-287-2242
19861,1636,287,1636-2-287-2257
19862,1636,287,1636-2-287-2325
19863,1636,287,1636-2-287-2347
19864,1636,287,1636-2-287-2400
19865,1636,288,1636-1-288-0526
19866,1636,288,1636-1-288-0610
19867,1636,288,1636-1-288-0635
19868,1636,288,1636-1-288-0655
19869,1636,288,1636-1-288-0709
19870,1636,288,1636-1-288-0745
19871,1636,288,1636-1-288-0809
19872,1636,288,1636-1-288-0841
19873,1636,288,1636-1-288-0904
19874,1636,288,1636-1-288-0909
19875,1636,288,1636-1-288-0941
19876,1636,288,1636-1-288-1002
19877,1636,288,1636-1-288-1009
19878,1636,288,1636-1-288-1041
19879,1636,288,1636-1-288-1105
19880,1636,288,1636-1-288-1141
19881,1636,288,1636-1-288-1202
19882,1636,288,1636-1-288-1209
19883,1636,288,1636-1-288-1241
19884,1636,288,1636-1-288-1305
19885,1636,288,1636-1-288-1341
19886,1636,288,1636-1-288-1405
19887,1636,288,1636-1-288-1425
19888,1636,288,1636-1-288-1441
19889,1636,288,1636-1-288-1505
19890,1636,288,1636-1-288-1605
19891,1636,288,1636-1-288-1628
19892,1636,288,1636-1-288-1705
19893,1636,288,1636-1-288-1721
19894,1636,288,1636-1-288-1741
19895,1636,288,1636-1-288-1805
19896,1636,288,1636-1-288-1845
19897,1636,288,1636-1-288-1910
19898,1636,288,1636-1-288-1920
19899,1636,288,1636-1-288-2010
19900,1636,288,1636-1-288-2020
19901,1636,288,1636-1-288-2110
19902,1636,288,1636-1-288-2120
19903,1636,288,1636-1-288-2210
19904,1636,288,1636-1-288-2220
19905,1636,288,1636-1-288-2245
19906,1636,288,1636-2-288-0600
19907,1636,288,1636-2-288-0633
19908,1636,288,1636-2-288-0645
19909,1636,288,1636-2-288-0725
19910,1636,288,1636-2-288-0845
19911,1636,288,1636-2-288-0855
19912,1636,288,1636-2-288-0955
19913,1636,288,1636-2-288-1018
19914,1636,288,1636-2-288-1055
19915,1636,288,1636-2-288-1118
19916,1636,288,1636-2-288-1155
19917,1636,288,1636-2-288-1218
19918,1636,288,1636-2-288-1255
19919,1636,288,1636-2-288-1311
19920,1636,288,1636-2-288-1335
19921,1636,288,1636-2-288-1455
19922,1636,288,1636-2-288-1518
19923,1636,288,1636-2-288-1555
19924,1636,288,1636-2-288-1611
19925,1636,288,1636-2-288-1718
19926,1636,288,1636-2-288-1751
19927,1636,288,1636-2-288-1838
19928,1636,288,1636-2-288-1912
19929,1636,288,1636-2-288-1927
19930,1636,288,1636-2-288-1950
19931,1636,288,1636-2-288-1958
19932,1636,288,1636-2-288-2020
19933,1636,288,1636-2-288-2027
19934,1636,288,1636-2-288-2050
19935,1636,288,1636-2-288-2058
19936,1636,288,1636-2-288-2120
19937,1636,288,1636-2-288-2127
19938,1636,288,1636-2-288-2150
19939,1636,288,1636-2-288-2158
19940,1636,288,1636-2-288-2220
19941,1636,288,1636-2-288-2227
19942,1636,288,1636-2-288-2250
19943,1636,288,1636-2-288-2258
19944,1636,288,1636-2-288-2325
19945,1636,288,1636-2-288-2405
19946,1636,288,1636-2-288-2430
19947,1636,448,1636-1-448-0526
19948,1636,448,1636-1-448-0545
19949,1636,448,1636-1-448-0745
19950,1636,448,1636-1-448-0809
19951,1636,448,1636-1-448-0841
19952,1636,448,1636-1-448-0902
19953,1636,448,1636-1-448-0909
19954,1636,448,1636-1-448-0941
19955,1636,448,1636-1-448-1002
19956,1636,448,1636-1-448-1009
19957,1636,448,1636-1-448-1041
19958,1636,448,1636-1-448-1102
19959,1636,448,1636-1-448-1109
19960,1636,448,1636-1-448-1141
19961,1636,448,1636-1-448-1202
19962,1636,448,1636-1-448-1225
19963,1636,448,1636-1-448-1325
19964,1636,448,1636-1-448-1348
19965,1636,448,1636-1-448-1425
19966,1636,448,1636-1-448-1448
19967,1636,448,1636-1-448-1505
19968,1636,448,1636-1-448-1605
19969,1636,448,1636-1-448-1628
19970,1636,448,1636-1-448-1705
19971,1636,448,1636-1-448-1721
19972,1636,448,1636-1-448-1741
19973,1636,448,1636-1-448-1805
19974,1636,448,1636-1-448-1905
19975,1636,448,1636-1-448-1920
19976,1636,448,1636-1-448-2010
19977,1636,448,1636-1-448-2020
19978,1636,448,1636-1-448-2110
19979,1636,448,1636-1-448-2120
19980,1636,448,1636-1-448-2210
19981,1636,448,1636-1-448-2220
19982,1636,448,1636-1-448-2245
19983,1636,448,1636-2-448-0600
19984,1636,448,1636-2-448-0633
19985,1636,448,1636-2-448-0645
19986,1636,448,1636-2-448-0715
19987,1636,448,1636-2-448-1015
19988,1636,448,1636-2-448-1038
19989,1636,448,1636-2-448-1055
19990,1636,448,1636-2-448-1115
19991,1636,448,1636-2-448-1138
19992,1636,448,1636-2-448-1155
19993,1636,448,1636-2-448-1215
19994,1636,448,1636-2-448-1238
19995,1636,448,1636-2-448-1255
19996,1636,448,1636-2-448-1315
19997,1636,448,1636-2-448-1338
19998,1636,448,1636-2-448-1355
19999,1636,448,1636-2-448-1415
20000,1636,448,1636-2-448-1438
20001,1636,448,1636-2-448-1455
20002,1636,448,1636-2-448-1518
20003,1636,448,1636-2-448-1538
20004,1636,448,1636-2-448-1611
20005,1636,448,1636-2-448-1838
20006,1636,448,1636-2-448-1912
20007,1636,448,1636-2-448-1927
20008,1636,448,1636-2-448-1942
20009,1636,448,1636-2-448-1957
20010,1636,448,1636-2-448-2012
20011,1636,448,1636-2-448-2027
20012,1636,448,1636-2-448-2042
20013,1636,448,1636-2-448-2057
20014,1636,448,1636-2-448-2112
20015,1636,448,1636-2-448-2127
20016,1636,448,1636-2-448-2142
20017,1636,448,1636-2-448-2157
20018,1636,448,1636-2-448-2212
20019,1636,448,1636-2-448-2227
20020,1636,448,1636-2-448-2242
20021,1636,448,1636-2-448-2257
20022,1636,448,1636-2-448-2328
20023,1636,448,1636-2-448-2345
20024,1636,448,1636-2-448-2418
20025,1637,271,1637-1-271-0600
20026,1637,271,1637-1-271-0715
20027,1637,271,1637-1-271-0815
20028,1637,271,1637-1-271-0900
20029,1637,271,1637-1-271-1218
20030,1637,271,1637-1-271-1312
20031,1637,271,1637-1-271-1406
20032,1637,271,1637-1-271-1500
20033,1637,271,1637-1-271-1648
20034,1637,271,1637-1-271-1854
20035,1637,271,1637-1-271-2040
20036,1637,271,1637-1-271-2140
20037,1637,271,1637-1-271-2220
20038,1637,271,1637-2-271-0600
20039,1637,271,1637-2-271-0900
20040,1637,271,1637-2-271-0917
20041,1637,271,1637-2-271-1611
20042,1637,271,1637-2-271-2005
20043,1637,271,1637-2-271-2018
20044,1637,271,1637-2-271-2030
20045,1637,271,1637-2-271-2330
20046,1637,272,1637-1-272-0600
20047,1637,272,1637-1-272-0715
20048,1637,272,1637-1-272-0815
20049,1637,272,1637-1-272-0900
20050,1637,272,1637-1-272-1218
20051,1637,272,1637-1-272-1312
20052,1637,272,1637-1-272-1406
20053,1637,272,1637-1-272-1500
20054,1637,272,1637-1-272-1648
20055,1637,272,1637-1-272-1854
20056,1637,272,1637-1-272-2040
20057,1637,272,1637-1-272-2140
20058,1637,272,1637-1-272-2220
20059,1637,272,1637-1-272-2430
20060,1637,272,1637-2-272-0600
20061,1637,272,1637-2-272-0900
20062,1637,272,1637-2-272-0917
20063,1637,272,1637-2-272-1611
20064,1637,272,1637-2-272-2005
20065,1637,272,1637-2-272-2018
20066,1637,272,1637-2-272-2030
20067,1637,272,1637-2-272-2330
20068,1637,288,1637-1-288-0600
20069,1637,288,1637-1-288-0715
20070,1637,288,1637-1-288-0815
20071,1637,288,1637-1-288-0900
20072,1637,288,1637-1-288-1218
20073,1637,288,1637-1-288-1312
20074,1637,288,1637-1-288-1406
20075,1637,288,1637-1-288-1500
20076,1637,288,1637-1-288-1648
20077,1637,288,1637-1-288-1854
20078,1637,288,1637-1-288-2040
20079,1637,288,1637-1-288-2140
20080,1637,288,1637-1-288-2220
20081,1637,288,1637-1-288-2430
20082,1637,288,1637-2-288-0600
20083,1637,288,1637-2-288-0900
20084,1637,288,1637-2-288-1124
20085,1637,288,1637-2-288-1136
20086,1637,288,1637-2-288-1606
20087,1637,288,1637-2-288-2018
20088,1637,288,1637-2-288-2030
20089,1637,288,1637-2-288-2330
20090,1637,448,1637-1-448-0600
20091,1637,448,1637-1-448-0800
20092,1637,448,1637-1-448-0903
20093,1637,448,1637-1-448-0917
20094,1637,448,1637-1-448-0938
20095,1637,448,1637-1-448-1116
20096,1637,448,1637-1-448-1137
20097,1637,448,1637-1-448-1151
20098,1637,448,1637-1-448-1219
20099,1637,448,1637-1-448-1301
20100,1637,448,1637-1-448-1404
20101,1637,448,1637-1-448-1500
20102,1637,448,1637-1-448-1706
20103,1637,448,1637-1-448-1830
20104,1637,448,1637-1-448-1905
20105,1637,448,1637-1-448-2030
20106,1637,448,1637-2-448-0600
20107,1637,448,1637-2-448-0830
20108,1637,448,1637-2-448-0905
20109,1637,448,1637-2-448-1029
20110,1637,448,1637-2-448-1104
20111,1637,448,1637-2-448-1200
20112,1637,448,1637-2-448-1303
20113,1637,448,1637-2-448-1331
20114,1637,448,1637-2-448-1352
20115,1637,448,1637-2-448-1516
20116,1637,448,1637-2-448-1537
20117,1637,448,1637-2-448-1715
20118,1637,448,1637-2-448-1757
20119,1637,448,1637-2-448-1907
20120,1637,448,1637-2-448-1935
20121,1637,448,1637-2-448-2031
20122,1637,448,1637-2-448-2100
20123,1638,287,1638-1-287-0520
20124,1638,287,1638-1-287-0700
20125,1638,287,1638-1-287-0730
20126,1638,287,1638-1-287-0830
20127,1638,287,1638-1-287-2010
20128,1638,287,1638-1-287-2025
20129,1638,287,1638-2-287-0555
20130,1638,287,1638-2-287-1015
20131,1638,287,1638-2-287-1030
20132,1638,287,1638-2-287-1550
20133,1638,287,1638-2-287-1735
20134,1638,287,1638-2-287-1835
20135,1638,287,1638-2-287-1950
20136,1638,287,1638-2-287-2410
20137,1638,480,1638-1-480-0520
20138,1638,480,1638-1-480-1020
20139,1638,480,1638-1-480-1045
20140,1638,480,1638-2-480-0555
20141,1638,480,1638-2-480-0925
20142,1638,480,1638-2-480-0950
20143,1638,480,1638-2-480-2410
20144,1639,287,1639-1-287-0610
20145,1639,287,1639-1-287-1240
20146,1639,287,1639-1-287-1345
20147,1639,287,1639-1-287-2215
20148,1639,287,1639-2-287-0655
20149,1639,287,1639-2-287-2225
20150,1639,287,1639-2-287-2245
20151,1639,287,1639-2-287-2300
20152,1639,288,1639-1-288-0610
20153,1639,288,1639-1-288-1340
20154,1639,288,1639-1-288-1420
20155,1639,288,1639-1-288-1445
20156,1639,288,1639-1-288-2215
20157,1639,288,1639-2-288-0655
20158,1639,288,1639-2-288-2225
20159,1639,288,1639-2-288-2245
20160,1639,288,1639-2-288-2300
20161,1639,448,1639-1-448-0610
20162,1639,448,1639-1-448-0640
20163,1639,448,1639-1-448-0745
20164,1639,448,1639-1-448-2215
20165,1639,448,1639-2-448-0655
20166,1639,448,1639-2-448-2025
20167,1639,448,1639-2-448-2245
20168,1639,448,1639-2-448-2300
20169,1640,511,1640-1-511-0615
20170,1640,511,1640-1-511-2200
20171,1640,511,1640-2-511-0645
20172,1640,511,1640-2-511-2130
20173,1641,287,1641-1-287-0630
20174,1641,287,1641-1-287-0730
20175,1641,287,1641-1-287-0830
20176,1641,287,1641-1-287-0855
20177,1641,287,1641-1-287-1105
20178,1641,287,1641-1-287-1605
20179,1641,287,1641-1-287-2020
20180,1641,287,1641-2-287-0900
20181,1641,287,1641-2-287-1030
20182,1641,287,1641-2-287-1100
20183,1641,287,1641-2-287-1624
20184,1641,287,1641-2-287-1824
20185,1641,287,1641-2-287-1900
20186,1641,287,1641-2-287-2100
20187,1641,287,1641-2-287-2132
20188,1641,287,1641-2-287-2312
20189,1641,288,1641-1-288-0630
20190,1641,288,1641-1-288-0707
20191,1641,288,1641-1-288-0952
20192,1641,288,1641-1-288-1005
20193,1641,288,1641-1-288-2020
20194,1641,288,1641-2-288-0900
20195,1641,288,1641-2-288-2100
20196,1641,288,1641-2-288-2132
20197,1641,288,1641-2-288-2312
20198,1641,448,1641-1-448-0630
20199,1641,448,1641-1-448-0650
20200,1641,448,1641-1-448-2020
20201,1641,448,1641-2-448-0900
20202,1641,448,1641-2-448-2045
20203,1641,448,1641-2-448-2102
20204,1642,31,1642-1-31-0700
20205,1642,31,1642-1-31-0715
20206,1646,287,1646-1-287-0555
20207,1646,287,1646-1-287-0655
20208,1646,287,1646-1-287-0855
20209,1646,288,1646-1-288-0555
20210,1646,288,1646-1-288-0755
20211,1646,448,1646-1-448-0555
20212,1646,448,1646-1-448-0755
20213,1647,31,1647-1-31-0710
20214,1648,287,1648-1-287-0555
20215,1648,287,1648-1-287-0625
20216,1648,287,1648-1-287-0635
20217,1648,287,1648-1-287-0805
20218,1648,287,1648-1-287-0825
20219,1648,287,1648-2-287-0650
20220,1648,287,1648-2-287-0715
20221,1648,287,1648-2-287-0730
20222,1648,287,1648-2-287-0750
20223,1648,287,1648-2-287-0840
20224,1648,288,1648-1-288-0555
20225,1648,288,1648-1-288-0625
20226,1648,288,1648-1-288-0645
20227,1648,288,1648-1-288-0845
20228,1648,288,1648-2-288-0650
20229,1648,288,1648-2-288-0810
20230,1650,287,1650-1-287-0600
20231,1650,287,1650-1-287-0745
20232,1650,287,1650-1-287-1900
20233,1650,480,1650-1-480-0600
20234,1650,480,1650-1-480-1900
20235,1652,287,1652-1-287-0555
20236,1652,287,1652-1-287-0707
20237,1652,288,1652-1-288-0555
20238,1652,288,1652-1-288-0955
20239,1652,288,1652-1-288-1355
20240,1652,288,1652-1-288-2055
20241,1652,288,1652-1-288-2119
20242,1652,288,1652-1-288-2130
20243,1652,448,1652-1-448-0555
20244,1652,448,1652-1-448-1155
20245,1652,448,1652-1-448-1455
20246,1652,448,1652-1-448-2055
20247,1652,448,1652-1-448-2131
20248,1652,448,1652-1-448-2145
20249,1653,31,1653-1-31-1530
20250,1653,31,1653-1-31-1545
20251,1654,287,1654-1-287-0550
20252,1654,287,1654-1-287-0630
20253,1654,287,1654-1-287-0800
20254,1654,287,1654-1-287-0840
20255,1654,287,1654-1-287-0859
20256,1654,287,1654-1-287-0959
20257,1654,287,1654-1-287-1015
20258,1654,287,1654-1-287-1100
20259,1654,287,1654-1-287-1300
20260,1654,287,1654-1-287-1800
20261,1654,287,1654-1-287-1820
20262,1654,287,1654-1-287-1920
20263,1654,287,1654-1-287-2000
20264,1654,287,1654-2-287-0615
20265,1654,287,1654-2-287-0715
20266,1654,287,1654-2-287-0730
20267,1654,287,1654-2-287-1330
20268,1654,288,1654-1-288-0550
20269,1654,288,1654-1-288-0630
20270,1654,288,1654-1-288-0830
20271,1654,288,1654-1-288-0910
20272,1654,288,1654-1-288-0925
20273,1654,288,1654-1-288-0945
20274,1654,288,1654-1-288-1300
20275,1654,288,1654-1-288-1600
20276,1654,288,1654-1-288-2000
20277,1654,288,1654-2-288-0615
20278,1654,288,1654-2-288-0715
20279,1654,288,1654-2-288-0800
20280,1654,288,1654-2-288-0840
20281,1654,288,1654-2-288-0940
20282,1654,288,1654-2-288-1020
20283,1654,288,1654-2-288-1205
20284,1654,288,1654-2-288-1505
20285,1654,288,1654-2-288-1620
20286,1654,288,1654-2-288-1640
20287,1654,288,1654-2-288-1910
20288,1654,448,1654-1-448-0550
20289,1654,448,1654-1-448-0850
20290,1654,448,1654-1-448-0916
20291,1654,448,1654-1-448-1316
20292,1654,448,1654-1-448-1330
20293,1654,448,1654-1-448-2000
20294,1654,448,1654-2-448-0615
20295,1654,448,1654-2-448-1015
20296,1654,448,1654-2-448-2400
20297,1655,287,1655-1-287-0550
20298,1655,287,1655-1-287-0600
20299,1655,287,1655-1-287-0640
20300,1655,287,1655-1-287-0654
20301,1655,287,1655-1-287-0832
20302,1655,287,1655-2-287-0600
20303,1655,287,1655-2-287-0840
20304,1655,287,1655-2-287-1830
20305,1655,288,1655-1-288-0550
20306,1655,288,1655-1-288-0832
20307,1655,288,1655-2-288-0600
20308,1655,288,1655-2-288-0840
20309,1656,287,1656-1-287-0705
20310,1656,287,1656-1-287-0720
20311,1656,287,1656-1-287-0730
20312,1656,287,1656-1-287-0737
20313,1656,287,1656-1-287-0745
20314,1656,287,1656-1-287-0752
20315,1656,287,1656-1-287-0800
20316,1656,288,1656-1-288-0705
20317,1657,287,1657-1-287-0914
20318,1657,287,1657-1-287-1014
20319,1657,287,1657-1-287-1142
20320,1657,287,1657-1-287-1212
20321,1657,287,1657-1-287-1300
20322,1657,287,1657-1-287-1915
20323,1657,287,1657-1-287-2215
20324,1657,287,1657-2-287-0910
20325,1657,287,1657-2-287-1710
20326,1657,287,1657-2-287-1724
20327,1657,287,1657-2-287-1744
20328,1657,287,1657-2-287-1758
20329,1657,287,1657-2-287-1810
20330,1657,287,1657-2-287-1845
20331,1657,287,1657-2-287-1900
20332,1657,287,1657-2-287-1910
20333,1657,287,1657-2-287-1946
20334,1657,287,1657-2-287-2000
20335,1657,288,1657-1-288-0915
20336,1657,288,1657-1-288-1315
20337,1657,288,1657-1-288-1915
20338,1657,288,1657-2-288-0910
20339,1657,288,1657-2-288-1710
20340,1657,288,1657-2-288-2410
20341,1657,448,1657-1-448-0600
20342,1657,448,1657-1-448-0620
20343,1657,448,1657-1-448-0650
20344,1657,448,1657-1-448-0750
20345,1657,448,1657-1-448-0910
20346,1657,448,1657-1-448-1100
20347,1657,448,1657-1-448-1700
20348,1657,448,1657-1-448-1915
20349,1657,448,1657-2-448-0600
20350,1657,448,1657-2-448-0715
20351,1657,448,1657-2-448-1235
20352,1657,448,1657-2-448-2350
20353,1658,287,1658-1-287-0706
20354,1658,287,1658-1-287-0710
20355,1658,287,1658-1-287-0715
20356,1658,287,1658-1-287-0719
20357,1658,287,1658-1-287-0724
20358,1658,287,1658-1-287-0728
20359,1658,287,1658-1-287-0733
20360,1658,287,1658-1-287-0738
20361,1658,287,1658-1-287-0747
20362,1658,287,1658-1-287-0759
20363,1658,287,1658-1-287-0803
20364,1658,287,1658-1-287-0808
20365,1658,287,1658-1-287-0818
20366,1658,288,1658-1-288-0706
20367,1658,288,1658-1-288-0754
20368,1659,287,1659-1-287-0715
20369,1659,287,1659-1-287-0730
20370,1659,287,1659-1-287-0750
20371,1659,287,1659-1-287-0810
20372,1659,288,1659-1-288-0715
20373,1659,288,1659-1-288-0735
20374,1659,288,1659-1-288-0750
20375,1659,288,1659-1-288-0810
20376,1660,287,1660-1-287-0830
20377,1660,287,1660-1-287-0910
20378,1660,287,1660-1-287-1010
20379,1660,287,1660-1-287-1925
20380,1660,287,1660-2-287-0915
20381,1660,287,1660-2-287-1555
20382,1660,287,1660-2-287-1655
20383,1660,287,1660-2-287-1845
20384,1660,287,1660-2-287-1853
20385,1660,287,1660-2-287-1933
20386,1660,287,1660-2-287-2345
20387,1660,288,1660-1-288-0830
20388,1660,288,1660-1-288-0910
20389,1660,288,1660-1-288-1210
20390,1660,288,1660-1-288-1925
20391,1660,288,1660-2-288-0915
20392,1660,288,1660-2-288-1715
20393,1660,288,1660-2-288-1745
20394,1660,288,1660-2-288-2345
20395,1660,448,1660-1-448-0550
20396,1660,448,1660-1-448-0610
20397,1660,448,1660-1-448-0640
20398,1660,448,1660-1-448-0840
20399,1660,448,1660-1-448-0957
20400,1660,448,1660-1-448-1645
20401,1660,448,1660-1-448-1845
20402,1660,448,1660-2-448-0605
20403,1660,448,1660-2-448-0720
20404,1660,448,1660-2-448-1240
20405,1660,448,1660-2-448-1755
20406,1660,448,1660-2-448-2255
20407,1660,448,1660-2-448-2355
20408,1661,287,1661-1-287-0915
20409,1661,287,1661-1-287-1000
20410,1661,287,1661-2-287-0900
20411,1661,287,1661-2-287-1700
20412,1661,287,1661-2-287-1715
20413,1661,287,1661-2-287-1725
20414,1661,287,1661-2-287-1733
20415,1661,287,1661-2-287-1808
20416,1661,287,1661-2-287-1835
20417,1661,287,1661-2-287-1855
20418,1661,287,1661-2-287-2240
20419,1661,288,1661-1-288-0915
20420,1661,288,1661-1-288-1000
20421,1661,288,1661-2-288-0900
20422,1661,288,1661-2-288-1640
20423,1661,288,1661-2-288-1740
20424,1661,288,1661-2-288-1840
20425,1661,288,1661-2-288-1940
20426,1661,448,1661-2-448-0900
20427,1662,287,1662-1-287-0658
20428,1662,287,1662-1-287-0704
20429,1662,287,1662-1-287-0712
20430,1662,287,1662-1-287-0718
20431,1662,287,1662-1-287-0726
20432,1662,287,1662-1-287-0730
20433,1662,287,1662-1-287-0740
20434,1662,287,1662-1-287-0756
20435,1662,287,1662-1-287-0806
20436,1662,287,1662-1-287-0822
20437,1662,287,1662-1-287-0832
20438,1663,319,1663-1-319-0715
20439,1663,319,1663-1-319-0725
20440,1664,287,1664-1-287-0530
20441,1664,287,1664-1-287-0715
20442,1664,287,1664-1-287-0755
20443,1664,287,1664-1-287-0925
20444,1664,287,1664-1-287-1705
20445,1664,287,1664-1-287-1720
20446,1664,287,1664-1-287-1900
20447,1664,287,1664-1-287-1915
20448,1664,287,1664-1-287-2335
20449,1664,287,1664-2-287-0620
20450,1664,287,1664-2-287-0650
20451,1664,287,1664-2-287-1010
20452,1664,287,1664-2-287-1025
20453,1664,287,1664-2-287-1645
20454,1664,287,1664-2-287-1800
20455,1664,287,1664-2-287-2040
20456,1664,287,1664-2-287-2055
20457,1664,287,1664-2-287-2415
20458,1664,288,1664-1-288-0530
20459,1664,288,1664-1-288-0600
20460,1664,288,1664-2-288-0620
20461,1664,288,1664-2-288-0920
20462,1664,288,1664-2-288-0945
20463,1664,288,1664-2-288-2405
20464,1664,448,1664-1-448-0530
20465,1664,448,1664-1-448-0600
20466,1664,448,1664-2-448-0624
20467,1664,448,1664-2-448-0650
20468,1664,448,1664-2-448-0850
20469,1664,448,1664-2-448-1005
20470,1665,287,1665-1-287-0535
20471,1665,287,1665-1-287-0553
20472,1665,287,1665-1-287-0608
20473,1665,287,1665-1-287-0648
20474,1665,287,1665-1-287-0700
20475,1665,287,1665-1-287-0722
20476,1665,287,1665-1-287-0822
20477,1665,287,1665-1-287-1558
20478,1665,287,1665-1-287-1607
20479,1665,287,1665-1-287-1628
20480,1665,287,1665-1-287-1634
20481,1665,287,1665-1-287-1658
20482,1665,287,1665-1-287-1703
20483,1665,287,1665-1-287-1713
20484,1665,287,1665-1-287-1718
20485,1665,287,1665-1-287-1738
20486,1665,287,1665-1-287-1803
20487,1665,287,1665-1-287-1815
20488,1665,287,1665-1-287-1820
20489,1665,287,1665-1-287-1838
20490,1665,287,1665-1-287-1842
20491,1665,287,1665-1-287-1848
20492,1665,287,1665-1-287-1902
20493,1665,287,1665-1-287-2138
20494,1665,287,1665-1-287-2152
20495,1665,287,1665-2-287-0600
20496,1665,287,1665-2-287-0612
20497,1665,287,1665-2-287-0620
20498,1665,287,1665-2-287-0630
20499,1665,287,1665-2-287-0700
20500,1665,287,1665-2-287-0707
20501,1665,287,1665-2-287-0712
20502,1665,287,1665-2-287-0719
20503,1665,287,1665-2-287-0733
20504,1665,287,1665-2-287-0745
20505,1665,287,1665-2-287-0750
20506,1665,287,1665-2-287-0758
20507,1665,287,1665-2-287-0805
20508,1665,287,1665-2-287-0917
20509,1665,287,1665-2-287-0928
20510,1665,287,1665-2-287-0936
20511,1665,287,1665-2-287-1612
20512,1665,287,1665-2-287-1624
20513,1665,287,1665-2-287-1637
20514,1665,287,1665-2-287-1649
20515,1665,287,1665-2-287-1702
20516,1665,287,1665-2-287-1850
20517,1665,287,1665-2-287-1936
20518,1665,287,1665-2-287-2312
20519,1665,287,1665-2-287-2357
20520,1665,287,1665-2-287-2413
20521,1665,288,1665-1-288-0535
20522,1665,288,1665-1-288-0553
20523,1665,288,1665-1-288-0653
20524,1665,288,1665-1-288-0705
20525,1665,288,1665-1-288-0755
20526,1665,288,1665-1-288-1119
20527,1665,288,1665-1-288-1130
20528,1665,288,1665-1-288-1400
20529,1665,288,1665-1-288-1600
20530,1665,288,1665-1-288-1810
20531,1665,288,1665-1-288-2222
20532,1665,288,1665-2-288-0600
20533,1665,288,1665-2-288-0620
20534,1665,288,1665-2-288-0652
20535,1665,288,1665-2-288-0707
20536,1665,288,1665-2-288-0755
20537,1665,288,1665-2-288-0801
20538,1665,288,1665-2-288-0810
20539,1665,288,1665-2-288-0820
20540,1665,288,1665-2-288-0825
20541,1665,288,1665-2-288-0830
20542,1665,288,1665-2-288-0852
20543,1665,288,1665-2-288-0904
20544,1665,288,1665-2-288-0914
20545,1665,288,1665-2-288-0923
20546,1665,288,1665-2-288-0933
20547,1665,288,1665-2-288-0955
20548,1665,288,1665-2-288-1004
20549,1665,288,1665-2-288-1204
20550,1665,288,1665-2-288-1254
20551,1665,288,1665-2-288-1354
20552,1665,288,1665-2-288-1404
20553,1665,288,1665-2-288-1504
20554,1665,288,1665-2-288-1524
20555,1665,288,1665-2-288-1736
20556,1665,288,1665-2-288-1800
20557,1665,288,1665-2-288-1906
20558,1665,288,1665-2-288-2342
20559,1665,288,1665-2-288-2357
20560,1665,288,1665-2-288-2413
20561,1665,448,1665-1-448-0535
20562,1665,448,1665-1-448-0850
20563,1665,448,1665-1-448-0900
20564,1665,448,1665-1-448-2200
20565,1665,448,1665-1-448-2315
20566,1665,448,1665-2-448-0640
20567,1665,448,1665-2-448-0940
20568,1665,448,1665-2-448-0953
20569,1665,448,1665-2-448-2317
20570,1665,448,1665-2-448-2330
20571,1666,287,1666-1-287-0630
20572,1666,287,1666-1-287-0810
20573,1666,287,1666-1-287-0835
20574,1666,287,1666-1-287-0855
20575,1666,287,1666-1-287-1010
20576,1666,287,1666-1-287-1130
20577,1666,287,1666-1-287-1530
20578,1666,287,1666-1-287-2030
20579,1666,287,1666-2-287-0630
20580,1666,287,1666-2-287-0830
20581,1666,287,1666-2-287-0950
20582,1666,287,1666-2-287-1015
20583,1666,287,1666-2-287-1445
20584,1666,287,1666-2-287-1510
20585,1666,287,1666-2-287-2030
20586,1666,287,1666-2-287-2045
20587,1666,288,1666-1-288-0630
20588,1666,288,1666-1-288-2030
20589,1666,288,1666-2-288-0630
20590,1666,288,1666-2-288-2150
20591,1666,448,1666-1-448-0630
20592,1666,448,1666-1-448-1430
20593,1666,448,1666-1-448-1530
20594,1666,448,1666-1-448-1700
20595,1666,448,1666-1-448-1800
20596,1666,448,1666-1-448-1830
20597,1666,448,1666-1-448-1930
20598,1666,448,1666-2-448-0735
20599,1666,448,1666-2-448-0815
20600,1666,448,1666-2-448-1315
20601,1666,448,1666-2-448-1415
20602,1666,448,1666-2-448-1715
20603,1666,448,1666-2-448-1815
20604,1667,288,1667-1-288-0830
20605,1667,288,1667-2-288-1525
20606,1667,288,1667-2-288-1645
20607,1667,288,1667-2-288-1700
20608,1667,416,1667-1-416-0830
20609,1667,416,1667-2-416-1525
20610,1667,416,1667-2-416-1645
20611,1667,416,1667-2-416-1700
20612,1667,448,1667-1-448-0800
20613,1667,448,1667-2-448-1530
20614,1669,287,1669-1-287-0500
20615,1669,287,1669-1-287-0610
20616,1669,287,1669-1-287-0626
20617,1669,287,1669-1-287-0635
20618,1669,287,1669-1-287-0705
20619,1669,287,1669-1-287-0717
20620,1669,287,1669-1-287-0724
20621,1669,287,1669-1-287-0754
20622,1669,287,1669-1-287-0842
20623,1669,287,1669-1-287-0908
20624,1669,287,1669-1-287-0936
20625,1669,287,1669-1-287-1100
20626,1669,287,1669-1-287-1224
20627,1669,287,1669-1-287-1303
20628,1669,287,1669-1-287-1427
20629,1669,287,1669-1-287-1506
20630,1669,287,1669-1-287-1616
20631,1669,287,1669-1-287-1700
20632,1669,287,1669-1-287-1850
20633,1669,287,1669-1-287-1950
20634,1669,287,1669-1-287-2000
