,route_id,service_id,trip_id
235,1010,287,1010-1-287-1353
236,1010,287,1010-1-287-1420
237,1010,287,1010-1-287-1540
238,1010,287,1010-1-287-1549
239,1010,287,1010-1-287-1719
240,1010,287,1010-1-287-1726
241,1010,287,1010-1-287-1738
242,1010,287,1010-1-287-1745
243,1010,287,1010-1-287-1757
244,1010,287,1010-1-287-1804
245,1010,287,1010-1-287-1822
246,1010,287,1010-1-287-1836
247,1010,287,1010-1-287-1842
248,1010,287,1010-1-287-1856
249,1010,287,1010-1-287-2024
250,1010,287,1010-1-287-2042
251,1010,287,1010-1-287-2212
252,1010,287,1010-1-287-2219
253,1010,287,1010-1-287-2349
254,1010,288,1010-1-288-0540
255,1010,288,1010-1-288-0630
256,1010,288,1010-1-288-0700
257,1010,288,1010-1-288-0714
258,1010,288,1010-1-288-0756
259,1010,288,1010-1-288-0803
260,1010,288,1010-1-288-0845
261,1010,288,1010-1-288-0945
262,1010,288,1010-1-288-1009
263,1010,288,1010-1-288-1015
264,1010,288,1010-1-288-1023
265,1010,288,1010-1-288-1059
266,1010,288,1010-1-288-1139
267,1010,288,1010-1-288-1211
268,1010,288,1010-1-288-1220
269,1010,288,1010-1-288-1300
270,1010,288,1010-1-288-1305
271,1010,288,1010-1-288-1311
272,1010,288,1010-1-288-1400
273,1010,288,1010-1-288-1420
274,1010,288,1010-1-288-1426
275,1010,288,1010-1-288-1517
276,1010,288,1010-1-288-1549
277,1010,288,1010-1-288-1556
278,1010,288,1010-1-288-1711
279,1010,288,1010-1-288-1751
280,1010,288,1010-1-288-1809
281,1010,288,1010-1-288-1849
282,1010,288,1010-1-288-1856
283,1010,288,1010-1-288-1950
284,1010,288,1010-1-288-2000
285,1010,288,1010-1-288-2024
286,1010,288,1010-1-288-2100
287,1010,288,1010-1-288-2212
288,1010,288,1010-1-288-2219
289,1010,288,1010-1-288-2340
290,1010,448,1010-1-448-0540
291,1010,448,1010-1-448-0710
292,1010,448,1010-1-448-0715
293,1010,448,1010-1-448-0757
294,1010,448,1010-1-448-0832
295,1010,448,1010-1-448-0840
296,1010,448,1010-1-448-0952
297,1010,448,1010-1-448-1002
298,1010,448,1010-1-448-1102
299,1010,448,1010-1-448-1112
300,1010,448,1010-1-448-1232
301,1010,448,1010-1-448-1242
302,1010,448,1010-1-448-1342
303,1010,448,1010-1-448-1352
304,1010,448,1010-1-448-1400
305,1010,448,1010-1-448-1512
306,1010,448,1010-1-448-1522
307,1010,448,1010-1-448-1622
308,1010,448,1010-1-448-1632
309,1010,448,1010-1-448-1640
310,1010,448,1010-1-448-1752
311,1010,448,1010-1-448-1802
312,1010,448,1010-1-448-1832
313,1010,448,1010-1-448-1900
314,1010,448,1010-1-448-1912
315,1010,448,1010-1-448-2032
316,1010,448,1010-1-448-2037
317,1010,448,1010-1-448-2131
318,1010,448,1010-1-448-2152
319,1010,448,1010-1-448-2200
320,1010,448,1010-1-448-2250
321,1010,511,1010-2-511-0535
322,1014,287,1014-1-287-0530
323,1014,287,1014-1-287-0610
324,1014,287,1014-1-287-0740
325,1014,287,1014-1-287-0800
326,1014,287,1014-1-287-0900
327,1014,287,1014-1-287-1100
328,1014,287,1014-1-287-1730
329,1014,287,1014-2-287-0640
330,1014,287,1014-2-287-0800
331,1014,287,1014-2-287-0830
332,1014,287,1014-2-287-1230
333,1014,287,1014-2-287-1945
334,1014,287,1014-2-287-2245
335,1014,288,1014-1-288-0555
336,1014,288,1014-1-288-0715
337,1014,288,1014-1-288-1100
338,1014,288,1014-1-288-1200
339,1014,288,1014-1-288-1400
340,1014,288,1014-1-288-2040
341,1014,288,1014-1-288-2130
342,1014,288,1014-2-288-0700
343,1014,288,1014-2-288-1720
344,1014,288,1014-2-288-1835
345,1014,288,1014-2-288-1915
346,1014,288,1014-2-288-2000
347,1014,288,1014-2-288-2300
348,1014,448,1014-1-448-0840
349,1014,448,1014-1-448-0920
350,1014,448,1014-1-448-1120
351,1014,448,1014-1-448-1200
352,1014,448,1014-1-448-1230
353,1014,448,1014-2-448-0950
354,1014,448,1014-2-448-1420
355,1014,448,1014-2-448-1455
356,1014,448,1014-2-448-1815
357,1014,448,1014-2-448-1900
358,1014,448,1014-2-448-2300
359,1015,287,1015-1-287-0645
360,1015,287,1015-1-287-0700
361,1015,287,1015-1-287-0740
362,1015,287,1015-1-287-0748
363,1015,287,1015-1-287-0757
364,1015,287,1015-1-287-0805
365,1015,287,1015-1-287-0814
366,1015,287,1015-1-287-0830
367,1015,287,1015-1-287-0900
368,1015,287,1015-1-287-1100
369,1015,287,1015-1-287-1740
370,1015,287,1015-1-287-1840
371,1015,287,1015-1-287-2320
372,1015,287,1015-1-287-2341
373,1015,287,1015-2-287-0700
374,1015,287,1015-2-287-0722
375,1015,287,1015-2-287-0745
376,1015,287,1015-2-287-0815
377,1015,287,1015-2-287-0830
378,1015,287,1015-2-287-0930
379,1015,287,1015-2-287-1200
380,1015,287,1015-2-287-1620
381,1015,287,1015-2-287-1720
382,1015,287,1015-2-287-1820
383,1015,287,1015-2-287-1950
384,1015,287,1015-2-287-2350
385,1015,288,1015-1-288-0700
386,1015,288,1015-1-288-0800
387,1015,288,1015-1-288-0830
388,1015,288,1015-1-288-0840
389,1015,288,1015-1-288-0855
390,1015,288,1015-1-288-0905
391,1015,288,1015-1-288-0920
392,1015,288,1015-1-288-0932
393,1015,288,1015-1-288-0945
394,1015,288,1015-1-288-0957
395,1015,288,1015-1-288-1010
396,1015,288,1015-1-288-1118
397,1015,288,1015-1-288-1203
398,1015,288,1015-1-288-1231
399,1015,288,1015-1-288-1246
400,1015,288,1015-1-288-1300
401,1015,288,1015-1-288-1550
402,1015,288,1015-1-288-1630
403,1015,288,1015-1-288-1642
404,1015,288,1015-1-288-1655
405,1015,288,1015-1-288-1707
406,1015,288,1015-1-288-1720
407,1015,288,1015-1-288-1730
408,1015,288,1015-1-288-1810
409,1015,288,1015-1-288-1826
410,1015,288,1015-1-288-1840
411,1015,288,1015-1-288-1900
412,1015,288,1015-2-288-0700
413,1015,288,1015-2-288-0740
414,1015,288,1015-2-288-0830
415,1015,288,1015-2-288-0900
416,1015,288,1015-2-288-0920
417,1015,288,1015-2-288-0930
418,1015,288,1015-2-288-0945
419,1015,288,1015-2-288-0955
420,1015,288,1015-2-288-1010
421,1015,288,1015-2-288-1533
422,1015,288,1015-2-288-1547
423,1015,288,1015-2-288-1602
424,1015,288,1015-2-288-1658
425,1015,288,1015-2-288-1710
426,1015,288,1015-2-288-1810
427,1015,288,1015-2-288-1826
428,1015,448,1015-1-448-0720
429,1015,448,1015-1-448-0814
430,1015,448,1015-2-448-0720
431,1015,448,1015-2-448-0814
432,1016,287,1016-1-287-0530
433,1016,287,1016-1-287-0615
434,1016,287,1016-1-287-0710
435,1016,287,1016-1-287-0800
436,1016,287,1016-1-287-1730
437,1016,287,1016-2-287-0610
438,1016,287,1016-2-287-1110
439,1016,287,1016-2-287-1625
440,1016,287,1016-2-287-1701
441,1016,287,1016-2-287-1734
442,1016,287,1016-2-287-1830
443,1016,287,1016-2-287-1900
444,1016,287,1016-2-287-2330
445,1016,288,1016-1-288-0530
446,1016,288,1016-1-288-1830
447,1016,288,1016-2-288-0610
448,1016,288,1016-2-288-0930
449,1016,288,1016-2-288-1545
450,1016,288,1016-2-288-1645
451,1016,288,1016-2-288-1830
452,1016,288,1016-2-288-2330
453,1016,448,1016-1-448-0530
454,1016,448,1016-1-448-0650
455,1016,448,1016-1-448-1850
456,1016,448,1016-2-448-0610
457,1016,448,1016-2-448-0910
458,1016,448,1016-2-448-2310
459,1017,287,1017-1-287-0600
460,1017,287,1017-1-287-0618
461,1017,287,1017-1-287-0715
462,1017,287,1017-1-287-0755
463,1017,287,1017-1-287-0910
464,1017,287,1017-1-287-0930
465,1017,288,1017-1-288-0600
466,1017,288,1017-1-288-0640
467,1017,288,1017-1-288-1040
468,1017,288,1017-1-288-1100
469,1017,288,1017-1-288-1200
470,1017,288,1017-1-288-1220
471,1017,288,1017-1-288-1320
472,1017,288,1017-1-288-1340
473,1017,288,1017-1-288-1440
474,1017,288,1017-1-288-1500
475,1017,288,1017-1-288-1600
476,1017,288,1017-1-288-1620
477,1017,288,1017-1-288-1720
478,1017,288,1017-1-288-1740
479,1017,288,1017-1-288-1840
480,1017,288,1017-1-288-1900
481,1017,448,1017-1-448-0900
482,1017,448,1017-1-448-0940
483,1017,448,1017-1-448-1340
484,1017,448,1017-1-448-1400
485,1017,448,1017-1-448-1500
486,1017,448,1017-1-448-1520
487,1017,448,1017-1-448-1620
488,1017,448,1017-1-448-1640
489,1017,448,1017-1-448-1740
490,1017,448,1017-1-448-1800
491,1017,448,1017-1-448-1930
492,1019,287,1019-1-287-0640
493,1019,287,1019-1-287-0810
494,1019,287,1019-1-287-0821
495,1019,287,1019-1-287-0833
496,1019,287,1019-1-287-0844
497,1019,287,1019-1-287-0845
498,1019,287,1019-1-287-0854
499,1019,287,1019-1-287-0950
500,1019,287,1019-1-287-1010
501,1019,287,1019-1-287-1055
502,1019,287,1019-1-287-1101
503,1019,287,1019-1-287-1108
504,1019,287,1019-1-287-1114
505,1019,287,1019-1-287-1121
506,1019,287,1019-1-287-1127
507,1019,287,1019-1-287-1134
508,1019,287,1019-1-287-1140
509,1019,287,1019-1-287-1147
510,1019,287,1019-1-287-1153
511,1019,287,1019-1-287-1200
512,1019,287,1019-1-287-1208
513,1019,287,1019-1-287-1217
514,1019,287,1019-1-287-1225
515,1019,287,1019-1-287-1234
516,1019,287,1019-1-287-1242
517,1019,287,1019-1-287-1251
518,1019,287,1019-1-287-1259
519,1019,287,1019-1-287-1305
520,1019,287,1019-1-287-1311
521,1019,287,1019-1-287-1318
522,1019,287,1019-1-287-1324
523,1019,287,1019-1-287-1331
524,1019,287,1019-1-287-1337
525,1019,287,1019-1-287-1344
526,1019,287,1019-1-287-1350
527,1019,287,1019-1-287-1357
528,1019,287,1019-1-287-1403
529,1019,287,1019-1-287-1410
530,1019,287,1019-1-287-1506
531,1019,287,1019-1-287-1515
532,1019,287,1019-1-287-1550
533,1019,287,1019-1-287-1620
534,1019,287,1019-1-287-1627
535,1019,287,1019-1-287-1635
536,1019,287,1019-1-287-1642
537,1019,287,1019-1-287-1650
538,1019,287,1019-1-287-1657
539,1019,287,1019-1-287-1701
540,1019,287,1019-1-287-1706
541,1019,287,1019-1-287-1710
542,1019,287,1019-1-287-1715
543,1019,287,1019-1-287-1719
544,1019,287,1019-1-287-1724
545,1019,287,1019-1-287-1725
546,1019,287,1019-1-287-1728
547,1019,287,1019-1-287-1732
548,1019,287,1019-1-287-1735
549,1019,287,1019-1-287-1739
550,1019,287,1019-1-287-1742
551,1019,287,1019-1-287-1746
552,1019,287,1019-1-287-1828
553,1019,287,1019-1-287-1830
554,1019,287,1019-1-287-1835
555,1019,287,1019-1-287-1935
556,1019,287,1019-1-287-2019
557,1019,287,1019-1-287-2022
558,1019,287,1019-1-287-2026
559,1019,287,1019-1-287-2029
560,1019,287,1019-1-287-2033
561,1019,287,1019-1-287-2036
562,1019,287,1019-1-287-2040
563,1019,287,1019-1-287-2045
564,1019,287,1019-1-287-2145
565,1019,287,1019-1-287-2149
566,1019,287,1019-1-287-2154
567,1019,287,1019-1-287-2158
568,1019,287,1019-1-287-2203
569,1019,287,1019-1-287-2207
570,1019,287,1019-1-287-2212
571,1019,287,1019-1-287-2216
572,1019,287,1019-1-287-2221
573,1019,287,1019-1-287-2225
574,1019,287,1019-1-287-2230
575,1019,287,1019-1-287-2234
576,1019,287,1019-1-287-2239
577,1019,287,1019-1-287-2243
578,1019,287,1019-1-287-2248
579,1019,287,1019-1-287-2252
580,1019,287,1019-1-287-2257
581,1019,287,1019-1-287-2301
582,1019,287,1019-1-287-2306
583,1019,287,1019-1-287-2330
584,1019,287,1019-1-287-2406
585,1019,287,1019-2-287-0640
586,1019,287,1019-2-287-0740
587,1019,287,1019-2-287-0747
588,1019,287,1019-2-287-0755
589,1019,287,1019-2-287-0827
590,1019,287,1019-2-287-0845
591,1019,287,1019-2-287-0852
592,1019,287,1019-2-287-0914
593,1019,287,1019-2-287-0950
594,1019,287,1019-2-287-1002
595,1019,287,1019-2-287-1037
596,1019,287,1019-2-287-1055
597,1019,287,1019-2-287-1100
598,1019,287,1019-2-287-1108
599,1019,287,1019-2-287-1117
600,1019,287,1019-2-287-1125
601,1019,287,1019-2-287-1134
602,1019,287,1019-2-287-1142
603,1019,287,1019-2-287-1151
604,1019,287,1019-2-287-1159
605,1019,287,1019-2-287-1200
606,1019,287,1019-2-287-1242
607,1019,287,1019-2-287-1300
608,1019,287,1019-2-287-1310
609,1019,287,1019-2-287-1410
610,1019,287,1019-2-287-1417
611,1019,287,1019-2-287-1425
612,1019,287,1019-2-287-1432
613,1019,287,1019-2-287-1440
614,1019,287,1019-2-287-1515
615,1019,287,1019-2-287-1600
616,1019,287,1019-2-287-1620
617,1019,287,1019-2-287-1628
618,1019,287,1019-2-287-1637
619,1019,287,1019-2-287-1725
620,1019,287,1019-2-287-1730
621,1019,287,1019-2-287-1830
622,1019,287,1019-2-287-1926
623,1019,287,1019-2-287-1935
624,1019,287,1019-2-287-1945
625,1019,287,1019-2-287-2040
626,1019,287,1019-2-287-2045
627,1019,287,1019-2-287-2145
628,1019,287,1019-2-287-2152
629,1019,287,1019-2-287-2240
630,1019,287,1019-2-287-2306
631,1019,287,1019-2-287-2326
632,1019,287,1019-2-287-2350
633,1019,288,1019-1-288-0640
634,1019,288,1019-1-288-0740
635,1019,288,1019-1-288-0750
636,1019,288,1019-1-288-0845
637,1019,288,1019-1-288-0909
638,1019,288,1019-1-288-0920
639,1019,288,1019-1-288-0950
640,1019,288,1019-1-288-1046
641,1019,288,1019-1-288-1055
642,1019,288,1019-1-288-1101
643,1019,288,1019-1-288-1108
644,1019,288,1019-1-288-1114
645,1019,288,1019-1-288-1121
646,1019,288,1019-1-288-1127
647,1019,288,1019-1-288-1134
648,1019,288,1019-1-288-1140
649,1019,288,1019-1-288-1147
650,1019,288,1019-1-288-1153
651,1019,288,1019-1-288-1200
652,1019,288,1019-1-288-1206
653,1019,288,1019-1-288-1213
654,1019,288,1019-1-288-1219
655,1019,288,1019-1-288-1226
656,1019,288,1019-1-288-1232
657,1019,288,1019-1-288-1239
658,1019,288,1019-1-288-1245
659,1019,288,1019-1-288-1252
660,1019,288,1019-1-288-1256
661,1019,288,1019-1-288-1301
662,1019,288,1019-1-288-1305
663,1019,288,1019-1-288-1310
664,1019,288,1019-1-288-1314
665,1019,288,1019-1-288-1319
666,1019,288,1019-1-288-1323
667,1019,288,1019-1-288-1328
668,1019,288,1019-1-288-1332
669,1019,288,1019-1-288-1337
670,1019,288,1019-1-288-1341
671,1019,288,1019-1-288-1346
672,1019,288,1019-1-288-1350
673,1019,288,1019-1-288-1410
674,1019,288,1019-1-288-1416
675,1019,288,1019-1-288-1423
676,1019,288,1019-1-288-1429
677,1019,288,1019-1-288-1436
678,1019,288,1019-1-288-1442
679,1019,288,1019-1-288-1449
680,1019,288,1019-1-288-1455
681,1019,288,1019-1-288-1502
682,1019,288,1019-1-288-1508
683,1019,288,1019-1-288-1515
684,1019,288,1019-1-288-1555
685,1019,288,1019-1-288-1625
686,1019,288,1019-1-288-1632
687,1019,288,1019-1-288-1640
688,1019,288,1019-1-288-1647
689,1019,288,1019-1-288-1655
690,1019,288,1019-1-288-1725
691,1019,288,1019-1-288-1728
692,1019,288,1019-1-288-1800
693,1019,288,1019-1-288-1803
694,1019,288,1019-1-288-1807
695,1019,288,1019-1-288-1810
696,1019,288,1019-1-288-1814
697,1019,288,1019-1-288-1817
698,1019,288,1019-1-288-1821
699,1019,288,1019-1-288-1830
700,1019,288,1019-1-288-1835
701,1019,288,1019-1-288-1935
702,1019,288,1019-1-288-2019
703,1019,288,1019-1-288-2022
704,1019,288,1019-1-288-2026
705,1019,288,1019-1-288-2029
706,1019,288,1019-1-288-2033
707,1019,288,1019-1-288-2036
708,1019,288,1019-1-288-2040
709,1019,288,1019-1-288-2045
710,1019,288,1019-1-288-2145
711,1019,288,1019-1-288-2149
712,1019,288,1019-1-288-2154
713,1019,288,1019-1-288-2158
714,1019,288,1019-1-288-2203
715,1019,288,1019-1-288-2207
716,1019,288,1019-1-288-2212
717,1019,288,1019-1-288-2216
718,1019,288,1019-1-288-2221
719,1019,288,1019-1-288-2225
720,1019,288,1019-1-288-2230
721,1019,288,1019-1-288-2234
722,1019,288,1019-1-288-2239
723,1019,288,1019-1-288-2243
724,1019,288,1019-1-288-2248
725,1019,288,1019-1-288-2252
726,1019,288,1019-1-288-2257
727,1019,288,1019-1-288-2301
728,1019,288,1019-1-288-2306
729,1019,288,1019-1-288-2330
730,1019,288,1019-1-288-2406
731,1019,288,1019-2-288-0640
732,1019,288,1019-2-288-0740
733,1019,288,1019-2-288-0845
734,1019,288,1019-2-288-0850
735,1019,288,1019-2-288-0950
736,1019,288,1019-2-288-0957
737,1019,288,1019-2-288-1005
738,1019,288,1019-2-288-1012
739,1019,288,1019-2-288-1020
740,1019,288,1019-2-288-1055
741,1019,288,1019-2-288-1100
742,1019,288,1019-2-288-1107
743,1019,288,1019-2-288-1115
744,1019,288,1019-2-288-1122
745,1019,288,1019-2-288-1130
746,1019,288,1019-2-288-1137
747,1019,288,1019-2-288-1145
748,1019,288,1019-2-288-1152
749,1019,288,1019-2-288-1200
750,1019,288,1019-2-288-1206
751,1019,288,1019-2-288-1213
752,1019,288,1019-2-288-1219
753,1019,288,1019-2-288-1226
754,1019,288,1019-2-288-1232
755,1019,288,1019-2-288-1239
756,1019,288,1019-2-288-1245
757,1019,288,1019-2-288-1252
758,1019,288,1019-2-288-1258
759,1019,288,1019-2-288-1305
760,1019,288,1019-2-288-1310
761,1019,288,1019-2-288-1318
762,1019,288,1019-2-288-1327
763,1019,288,1019-2-288-1335
764,1019,288,1019-2-288-1344
765,1019,288,1019-2-288-1352
766,1019,288,1019-2-288-1401
767,1019,288,1019-2-288-1409
768,1019,288,1019-2-288-1410
769,1019,288,1019-2-288-1510
770,1019,288,1019-2-288-1520
771,1019,288,1019-2-288-1528
772,1019,288,1019-2-288-1537
773,1019,288,1019-2-288-1545
774,1019,288,1019-2-288-1554
775,1019,288,1019-2-288-1602
776,1019,288,1019-2-288-1611
777,1019,288,1019-2-288-1619
778,1019,288,1019-2-288-1620
779,1019,288,1019-2-288-1626
780,1019,288,1019-2-288-1633
781,1019,288,1019-2-288-1639
782,1019,288,1019-2-288-1646
783,1019,288,1019-2-288-1652
784,1019,288,1019-2-288-1659
785,1019,288,1019-2-288-1705
786,1019,288,1019-2-288-1712
787,1019,288,1019-2-288-1718
788,1019,288,1019-2-288-1725
789,1019,288,1019-2-288-1730
790,1019,288,1019-2-288-1830
791,1019,288,1019-2-288-1926
792,1019,288,1019-2-288-1935
793,1019,288,1019-2-288-1945
794,1019,288,1019-2-288-2040
795,1019,288,1019-2-288-2125
796,1019,288,1019-2-288-2145
797,1019,288,1019-2-288-2152
798,1019,288,1019-2-288-2200
799,1019,288,1019-2-288-2207
800,1019,288,1019-2-288-2208
801,1019,288,1019-2-288-2230
802,1019,288,1019-2-288-2306
803,1019,288,1019-2-288-2326
804,1019,288,1019-2-288-2350
805,1019,448,1019-1-448-0640
806,1019,448,1019-1-448-0740
807,1019,448,1019-1-448-0800
808,1019,448,1019-1-448-0845
809,1019,448,1019-1-448-0909
810,1019,448,1019-1-448-0920
811,1019,448,1019-1-448-0950
812,1019,448,1019-1-448-0955
813,1019,448,1019-1-448-1002
814,1019,448,1019-1-448-1010
815,1019,448,1019-1-448-1017
816,1019,448,1019-1-448-1025
817,1019,448,1019-1-448-1032
818,1019,448,1019-1-448-1040
819,1019,448,1019-1-448-1047
